                       	strtok
Length  234/18, alignment  0/ 0, fail:	391.999
Length  234/18, alignment  0/ 3, found:	382.562
Length  234/18, alignment  0/ 3, fail:	390.36
Length  234/18, alignment  0/ 9, found:	390.465
Length  234/18, alignment  0/ 9, fail:	385.726
Length  234/18, alignment  0/15, found:	389.768
Length  234/18, alignment  0/15, fail:	390.708
Length  234/18, alignment  3/ 0, found:	382.186
Length  234/18, alignment  3/ 0, fail:	387.959
Length  234/18, alignment  3/ 3, found:	391.328
Length  234/18, alignment  3/ 3, fail:	383.959
Length  234/18, alignment  3/ 9, found:	392.661
Length  234/18, alignment  3/ 9, fail:	391.516
Length  234/18, alignment  3/15, found:	383.692
Length  234/18, alignment  3/15, fail:	389.909
Length  234/18, alignment  9/ 0, found:	391.041
Length  234/18, alignment  9/ 0, fail:	383.997
Length  234/18, alignment  9/ 3, found:	389.45
Length  234/18, alignment  9/ 3, fail:	389.133
Length  234/18, alignment  9/ 9, found:	382.902
Length  234/18, alignment  9/ 9, fail:	387.228
Length  234/18, alignment  9/15, found:	389.288
Length  234/18, alignment  9/15, fail:	384.142
Length  234/18, alignment 15/ 0, found:	390.444
Length  234/18, alignment 15/ 0, fail:	381.446
Length  234/18, alignment 15/ 3, found:	399.172
Length  234/18, alignment 15/ 3, fail:	391.519
Length  234/18, alignment 15/ 9, found:	381.663
Length  234/18, alignment 15/ 9, fail:	390.93
Length  234/18, alignment 15/15, found:	381.07
Length  234/18, alignment 15/15, fail:	388.578
Length  252/18, alignment  0/ 0, found:	415.583
Length  252/18, alignment  0/ 0, fail:	408.162
Length  252/18, alignment  0/ 3, found:	413.493
Length  252/18, alignment  0/ 3, fail:	415.066
Length  252/18, alignment  0/ 9, found:	413.991
Length  252/18, alignment  0/ 9, fail:	427.758
Length  252/18, alignment  0/15, found:	417.215
Length  252/18, alignment  0/15, fail:	416.985
Length  252/18, alignment  3/ 0, found:	416.561
Length  252/18, alignment  3/ 0, fail:	408.161
Length  252/18, alignment  3/ 3, found:	416.431
Length  252/18, alignment  3/ 3, fail:	415.978
Length  252/18, alignment  3/ 9, found:	408.152
Length  252/18, alignment  3/ 9, fail:	414.061
Length  252/18, alignment  3/15, found:	414.255
Length  252/18, alignment  3/15, fail:	407.331
Length  252/18, alignment  9/ 0, found:	412.991
Length  252/18, alignment  9/ 0, fail:	414.041
Length  252/18, alignment  9/ 3, found:	407.773
Length  252/18, alignment  9/ 3, fail:	413.105
Length  252/18, alignment  9/ 9, found:	413.94
Length  252/18, alignment  9/ 9, fail:	406.954
Length  252/18, alignment  9/15, found:	424.616
Length  252/18, alignment  9/15, fail:	418.771
Length  252/18, alignment 15/ 0, found:	408.48
Length  252/18, alignment 15/ 0, fail:	416.734
Length  252/18, alignment 15/ 3, found:	416.613
Length  252/18, alignment 15/ 3, fail:	407.654
Length  252/18, alignment 15/ 9, found:	420.451
Length  252/18, alignment 15/ 9, fail:	417.879
Length  252/18, alignment 15/15, found:	414.507
Length  252/18, alignment 15/15, fail:	408.961
Length  270/18, alignment  0/ 0, found:	429.836
Length  270/18, alignment  0/ 0, fail:	427.392
Length  270/18, alignment  0/ 3, found:	428.196
Length  270/18, alignment  0/ 3, fail:	420.623
Length  270/18, alignment  0/ 9, found:	425.842
Length  270/18, alignment  0/ 9, fail:	429.623
Length  270/18, alignment  0/15, found:	419.355
Length  270/18, alignment  0/15, fail:	426.54
Length  270/18, alignment  3/ 0, found:	432.527
Length  270/18, alignment  3/ 0, fail:	421.872
Length  270/18, alignment  3/ 3, found:	429.26
Length  270/18, alignment  3/ 3, fail:	431.857
Length  270/18, alignment  3/ 9, found:	421.157
Length  270/18, alignment  3/ 9, fail:	421.709
Length  270/18, alignment  3/15, found:	426.499
Length  270/18, alignment  3/15, fail:	427.751
Length  270/18, alignment  9/ 0, found:	430.259
Length  270/18, alignment  9/ 0, fail:	421.672
Length  270/18, alignment  9/ 3, found:	428.863
Length  270/18, alignment  9/ 3, fail:	431.458
Length  270/18, alignment  9/ 9, found:	418.604
Length  270/18, alignment  9/ 9, fail:	426.298
Length  270/18, alignment  9/15, found:	448.085
Length  270/18, alignment  9/15, fail:	420.453
Length  270/18, alignment 15/ 0, found:	430
Length  270/18, alignment 15/ 0, fail:	431.365
Length  270/18, alignment 15/ 3, found:	422.897
Length  270/18, alignment 15/ 3, fail:	420.078
Length  270/18, alignment 15/ 9, found:	426.43
Length  270/18, alignment 15/ 9, fail:	426.529
Length  270/18, alignment 15/15, found:	427.759
Length  270/18, alignment 15/15, fail:	420.009
Length   38/19, alignment  0/ 0, found:	190.724
Length   38/19, alignment  0/ 0, fail:	197.091
Length   38/19, alignment  0/ 3, found:	191.283
Length   38/19, alignment  0/ 3, fail:	196.688
Length   38/19, alignment  0/ 9, found:	192.457
Length   38/19, alignment  0/ 9, fail:	191.104
Length   38/19, alignment  0/15, found:	191.143
Length   38/19, alignment  0/15, fail:	196.471
Length   38/19, alignment  3/ 0, found:	191.598
Length   38/19, alignment  3/ 0, fail:	197.38
Length   38/19, alignment  3/ 3, found:	190.752
Length   38/19, alignment  3/ 3, fail:	189.518
Length   38/19, alignment  3/ 9, found:	194.637
Length   38/19, alignment  3/ 9, fail:	197.363
Length   38/19, alignment  3/15, found:	190.322
Length   38/19, alignment  3/15, fail:	195.164
Length   38/19, alignment  9/ 0, found:	200.016
Length   38/19, alignment  9/ 0, fail:	190.006
Length   38/19, alignment  9/ 3, found:	191.66
Length   38/19, alignment  9/ 3, fail:	198.455
Length   38/19, alignment  9/ 9, found:	192.387
Length   38/19, alignment  9/ 9, fail:	189.855
Length   38/19, alignment  9/15, found:	199.679
Length   38/19, alignment  9/15, fail:	190.699
Length   38/19, alignment 15/ 0, found:	191.732
Length   38/19, alignment 15/ 0, fail:	196.115
Length   38/19, alignment 15/ 3, found:	192.418
Length   38/19, alignment 15/ 3, fail:	189.953
Length   38/19, alignment 15/ 9, found:	199.231
Length   38/19, alignment 15/ 9, fail:	191.532
Length   38/19, alignment 15/15, found:	192.82
Length   38/19, alignment 15/15, fail:	190.293
Length   57/19, alignment  0/ 0, found:	219.216
Length   57/19, alignment  0/ 0, fail:	211.979
Length   57/19, alignment  0/ 3, found:	220.649
Length   57/19, alignment  0/ 3, fail:	212.968
Length   57/19, alignment  0/ 9, found:	214.874
Length   57/19, alignment  0/ 9, fail:	218.635
Length   57/19, alignment  0/15, found:	212.272
Length   57/19, alignment  0/15, fail:	222.184
Length   57/19, alignment  3/ 0, found:	215.44
Length   57/19, alignment  3/ 0, fail:	229.321
Length   57/19, alignment  3/ 3, found:	223.079
Length   57/19, alignment  3/ 3, fail:	210.954
Length   57/19, alignment  3/ 9, found:	212.199
Length   57/19, alignment  3/ 9, fail:	211.312
Length   57/19, alignment  3/15, found:	212.253
Length   57/19, alignment  3/15, fail:	212.12
Length   57/19, alignment  9/ 0, found:	223.312
Length   57/19, alignment  9/ 0, fail:	211.075
Length   57/19, alignment  9/ 3, found:	225.312
Length   57/19, alignment  9/ 3, fail:	211.545
Length   57/19, alignment  9/ 9, found:	211.81
Length   57/19, alignment  9/ 9, fail:	218.798
Length   57/19, alignment  9/15, found:	211.382
Length   57/19, alignment  9/15, fail:	211.697
Length   57/19, alignment 15/ 0, found:	211.5
Length   57/19, alignment 15/ 0, fail:	209.872
Length   57/19, alignment 15/ 3, found:	210.661
Length   57/19, alignment 15/ 3, fail:	217.03
Length   57/19, alignment 15/ 9, found:	211.529
Length   57/19, alignment 15/ 9, fail:	217.945
Length   57/19, alignment 15/15, found:	210.961
Length   57/19, alignment 15/15, fail:	220.069
Length   76/19, alignment  0/ 0, found:	242.849
Length   76/19, alignment  0/ 0, fail:	232.393
Length   76/19, alignment  0/ 3, found:	239.425
Length   76/19, alignment  0/ 3, fail:	231.864
Length   76/19, alignment  0/ 9, found:	229.611
Length   76/19, alignment  0/ 9, fail:	238.38
Length   76/19, alignment  0/15, found:	229.446
Length   76/19, alignment  0/15, fail:	239.689
Length   76/19, alignment  3/ 0, found:	230.828
Length   76/19, alignment  3/ 0, fail:	231.628
Length   76/19, alignment  3/ 3, found:	241.159
Length   76/19, alignment  3/ 3, fail:	232.591
Length   76/19, alignment  3/ 9, found:	238.323
Length   76/19, alignment  3/ 9, fail:	246.864
Length   76/19, alignment  3/15, found:	233.683
Length   76/19, alignment  3/15, fail:	241.575
Length   76/19, alignment  9/ 0, found:	232.571
Length   76/19, alignment  9/ 0, fail:	266.096
Length   76/19, alignment  9/ 3, found:	232.967
Length   76/19, alignment  9/ 3, fail:	232.379
Length   76/19, alignment  9/ 9, found:	246.42
Length   76/19, alignment  9/ 9, fail:	234.986
Length   76/19, alignment  9/15, found:	246.792
Length   76/19, alignment  9/15, fail:	233.688
Length   76/19, alignment 15/ 0, found:	236.439
Length   76/19, alignment 15/ 0, fail:	250.521
Length   76/19, alignment 15/ 3, found:	234.146
Length   76/19, alignment 15/ 3, fail:	245.613
Length   76/19, alignment 15/ 9, found:	232.048
Length   76/19, alignment 15/ 9, fail:	232.506
Length   76/19, alignment 15/15, found:	238.707
Length   76/19, alignment 15/15, fail:	232.386
Length   95/19, alignment  0/ 0, found:	253.096
Length   95/19, alignment  0/ 0, fail:	248.551
Length   95/19, alignment  0/ 3, found:	243.968
Length   95/19, alignment  0/ 3, fail:	257.365
Length   95/19, alignment  0/ 9, found:	245.384
Length   95/19, alignment  0/ 9, fail:	256.426
Length   95/19, alignment  0/15, found:	239.434
Length   95/19, alignment  0/15, fail:	247.02
Length   95/19, alignment  3/ 0, found:	249.721
Length   95/19, alignment  3/ 0, fail:	249.446
Length   95/19, alignment  3/ 3, found:	252.646
Length   95/19, alignment  3/ 3, fail:	249.156
Length   95/19, alignment  3/ 9, found:	244.875
Length   95/19, alignment  3/ 9, fail:	257.243
Length   95/19, alignment  3/15, found:	255.424
Length   95/19, alignment  3/15, fail:	246.865
Length   95/19, alignment  9/ 0, found:	249.122
Length   95/19, alignment  9/ 0, fail:	256.897
Length   95/19, alignment  9/ 3, found:	244.632
Length   95/19, alignment  9/ 3, fail:	257.409
Length   95/19, alignment  9/ 9, found:	246.505
Length   95/19, alignment  9/ 9, fail:	248.556
Length   95/19, alignment  9/15, found:	253.729
Length   95/19, alignment  9/15, fail:	269.318
Length   95/19, alignment 15/ 0, found:	282.729
Length   95/19, alignment 15/ 0, fail:	248.304
Length   95/19, alignment 15/ 3, found:	243.699
Length   95/19, alignment 15/ 3, fail:	259.333
Length   95/19, alignment 15/ 9, found:	257.825
Length   95/19, alignment 15/ 9, fail:	247.423
Length   95/19, alignment 15/15, found:	246.719
Length   95/19, alignment 15/15, fail:	255.737
Length  114/19, alignment  0/ 0, found:	277.298
Length  114/19, alignment  0/ 0, fail:	276.021
Length  114/19, alignment  0/ 3, found:	274.626
Length  114/19, alignment  0/ 3, fail:	268.28
Length  114/19, alignment  0/ 9, found:	281.09
Length  114/19, alignment  0/ 9, fail:	275.897
Length  114/19, alignment  0/15, found:	277.257
Length  114/19, alignment  0/15, fail:	266.01
Length  114/19, alignment  3/ 0, found:	276
Length  114/19, alignment  3/ 0, fail:	266.629
Length  114/19, alignment  3/ 3, found:	275.749
Length  114/19, alignment  3/ 3, fail:	268.089
Length  114/19, alignment  3/ 9, found:	282.216
Length  114/19, alignment  3/ 9, fail:	268.508
Length  114/19, alignment  3/15, found:	282.669
Length  114/19, alignment  3/15, fail:	268.328
Length  114/19, alignment  9/ 0, found:	266.229
Length  114/19, alignment  9/ 0, fail:	276.292
Length  114/19, alignment  9/ 3, found:	285.722
Length  114/19, alignment  9/ 3, fail:	267.612
Length  114/19, alignment  9/ 9, found:	277.253
Length  114/19, alignment  9/ 9, fail:	274.157
Length  114/19, alignment  9/15, found:	276.316
Length  114/19, alignment  9/15, fail:	287.474
Length  114/19, alignment 15/ 0, found:	276.714
Length  114/19, alignment 15/ 0, fail:	273.302
Length  114/19, alignment 15/ 3, found:	264.327
Length  114/19, alignment 15/ 3, fail:	276.993
Length  114/19, alignment 15/ 9, found:	265.959
Length  114/19, alignment 15/ 9, fail:	267.679
Length  114/19, alignment 15/15, found:	270.424
Length  114/19, alignment 15/15, fail:	277.863
Length  133/19, alignment  0/ 0, found:	288.874
Length  133/19, alignment  0/ 0, fail:	290.143
Length  133/19, alignment  0/ 3, found:	294.778
Length  133/19, alignment  0/ 3, fail:	289.559
Length  133/19, alignment  0/ 9, found:	287.647
Length  133/19, alignment  0/ 9, fail:	290.217
Length  133/19, alignment  0/15, found:	296.544
Length  133/19, alignment  0/15, fail:	289.622
Length  133/19, alignment  3/ 0, found:	295.015
Length  133/19, alignment  3/ 0, fail:	290.126
Length  133/19, alignment  3/ 3, found:	296.086
Length  133/19, alignment  3/ 3, fail:	289.492
Length  133/19, alignment  3/ 9, found:	295.26
Length  133/19, alignment  3/ 9, fail:	287.264
Length  133/19, alignment  3/15, found:	293.773
Length  133/19, alignment  3/15, fail:	299.777
Length  133/19, alignment  9/ 0, found:	298.498
Length  133/19, alignment  9/ 0, fail:	289.794
Length  133/19, alignment  9/ 3, found:	298.981
Length  133/19, alignment  9/ 3, fail:	290.009
Length  133/19, alignment  9/ 9, found:	298.072
Length  133/19, alignment  9/ 9, fail:	290.407
Length  133/19, alignment  9/15, found:	295.173
Length  133/19, alignment  9/15, fail:	290.193
Length  133/19, alignment 15/ 0, found:	295.986
Length  133/19, alignment 15/ 0, fail:	289.373
Length  133/19, alignment 15/ 3, found:	298.362
Length  133/19, alignment 15/ 3, fail:	290.416
Length  133/19, alignment 15/ 9, found:	298.873
Length  133/19, alignment 15/ 9, fail:	289.788
Length  133/19, alignment 15/15, found:	295.646
Length  133/19, alignment 15/15, fail:	290.226
Length  152/19, alignment  0/ 0, found:	315.544
Length  152/19, alignment  0/ 0, fail:	308.395
Length  152/19, alignment  0/ 3, found:	314.423
Length  152/19, alignment  0/ 3, fail:	309.229
Length  152/19, alignment  0/ 9, found:	315.398
Length  152/19, alignment  0/ 9, fail:	308.791
Length  152/19, alignment  0/15, found:	314.6
Length  152/19, alignment  0/15, fail:	307.893
Length  152/19, alignment  3/ 0, found:	324.202
Length  152/19, alignment  3/ 0, fail:	308.189
Length  152/19, alignment  3/ 3, found:	321.07
Length  152/19, alignment  3/ 3, fail:	318.207
Length  152/19, alignment  3/ 9, found:	307.734
Length  152/19, alignment  3/ 9, fail:	307.698
Length  152/19, alignment  3/15, found:	316.468
Length  152/19, alignment  3/15, fail:	316.294
Length  152/19, alignment  9/ 0, found:	309.138
Length  152/19, alignment  9/ 0, fail:	309.862
Length  152/19, alignment  9/ 3, found:	315.434
Length  152/19, alignment  9/ 3, fail:	316.206
Length  152/19, alignment  9/ 9, found:	306.311
Length  152/19, alignment  9/ 9, fail:	314.273
Length  152/19, alignment  9/15, found:	308.069
Length  152/19, alignment  9/15, fail:	314.423
Length  152/19, alignment 15/ 0, found:	305.442
Length  152/19, alignment 15/ 0, fail:	315.76
Length  152/19, alignment 15/ 3, found:	307.311
Length  152/19, alignment 15/ 3, fail:	313.299
Length  152/19, alignment 15/ 9, found:	328.702
Length  152/19, alignment 15/ 9, fail:	318.936
Length  152/19, alignment 15/15, found:	320.843
Length  152/19, alignment 15/15, fail:	308.274
Length  171/19, alignment  0/ 0, found:	323.951
Length  171/19, alignment  0/ 0, fail:	334.026
Length  171/19, alignment  0/ 3, found:	333.986
Length  171/19, alignment  0/ 3, fail:	326.694
Length  171/19, alignment  0/ 9, found:	330.584
Length  171/19, alignment  0/ 9, fail:	326.76
Length  171/19, alignment  0/15, found:	332.156
Length  171/19, alignment  0/15, fail:	326.64
Length  171/19, alignment  3/ 0, found:	335.571
Length  171/19, alignment  3/ 0, fail:	350.178
Length  171/19, alignment  3/ 3, found:	324.011
Length  171/19, alignment  3/ 3, fail:	326.416
Length  171/19, alignment  3/ 9, found:	335.392
Length  171/19, alignment  3/ 9, fail:	336.945
Length  171/19, alignment  3/15, found:	323.154
Length  171/19, alignment  3/15, fail:	334.086
Length  171/19, alignment  9/ 0, found:	332.769
Length  171/19, alignment  9/ 0, fail:	326.468
Length  171/19, alignment  9/ 3, found:	323.318
Length  171/19, alignment  9/ 3, fail:	332.638
Length  171/19, alignment  9/ 9, found:	333.445
Length  171/19, alignment  9/ 9, fail:	324.149
Length  171/19, alignment  9/15, found:	337.807
Length  171/19, alignment  9/15, fail:	326.406
Length  171/19, alignment 15/ 0, found:	328.962
Length  171/19, alignment 15/ 0, fail:	324.52
Length  171/19, alignment 15/ 3, found:	331.05
Length  171/19, alignment 15/ 3, fail:	333.14
Length  171/19, alignment 15/ 9, found:	322.104
Length  171/19, alignment 15/ 9, fail:	326.082
Length  171/19, alignment 15/15, found:	327.245
Length  171/19, alignment 15/15, fail:	331.782
Length  190/19, alignment  0/ 0, found:	344.236
Length  190/19, alignment  0/ 0, fail:	350.082
Length  190/19, alignment  0/ 3, found:	348.995
Length  190/19, alignment  0/ 3, fail:	343.911
Length  190/19, alignment  0/ 9, found:	342.541
Length  190/19, alignment  0/ 9, fail:	350.836
Length  190/19, alignment  0/15, found:	352.637
Length  190/19, alignment  0/15, fail:	343.722
Length  190/19, alignment  3/ 0, found:	354.446
Length  190/19, alignment  3/ 0, fail:	351.645
Length  190/19, alignment  3/ 3, found:	343.576
Length  190/19, alignment  3/ 3, fail:	340.868
Length  190/19, alignment  3/ 9, found:	351.874
Length  190/19, alignment  3/ 9, fail:	351.521
Length  190/19, alignment  3/15, found:	343.409
Length  190/19, alignment  3/15, fail:	351.108
