                       	strsep
Length   56/14, alignment  9/ 3, found:	111.476
Length   56/14, alignment  9/ 3, fail:	142.123
Length   56/14, alignment  9/ 9, found:	111.33
Length   56/14, alignment  9/ 9, fail:	139.823
Length   56/14, alignment  9/15, found:	111.05
Length   56/14, alignment  9/15, fail:	140.923
Length   56/14, alignment 15/ 0, found:	111.152
Length   56/14, alignment 15/ 0, fail:	142.043
Length   56/14, alignment 15/ 3, found:	109.316
Length   56/14, alignment 15/ 3, fail:	143.992
Length   56/14, alignment 15/ 9, found:	109.322
Length   56/14, alignment 15/ 9, fail:	139.833
Length   56/14, alignment 15/15, found:	111.879
Length   56/14, alignment 15/15, fail:	138.439
Length   70/14, alignment  0/ 0, found:	121.379
Length   70/14, alignment  0/ 0, fail:	156.215
Length   70/14, alignment  0/ 3, found:	120.597
Length   70/14, alignment  0/ 3, fail:	154.186
Length   70/14, alignment  0/ 9, found:	122.515
Length   70/14, alignment  0/ 9, fail:	154.046
Length   70/14, alignment  0/15, found:	120.205
Length   70/14, alignment  0/15, fail:	156.343
Length   70/14, alignment  3/ 0, found:	120.796
Length   70/14, alignment  3/ 0, fail:	156.835
Length   70/14, alignment  3/ 3, found:	120.82
Length   70/14, alignment  3/ 3, fail:	156.091
Length   70/14, alignment  3/ 9, found:	120.734
Length   70/14, alignment  3/ 9, fail:	156.316
Length   70/14, alignment  3/15, found:	120.885
Length   70/14, alignment  3/15, fail:	156.033
Length   70/14, alignment  9/ 0, found:	118.747
Length   70/14, alignment  9/ 0, fail:	158.196
Length   70/14, alignment  9/ 3, found:	118.678
Length   70/14, alignment  9/ 3, fail:	157.742
Length   70/14, alignment  9/ 9, found:	118.978
Length   70/14, alignment  9/ 9, fail:	156.102
Length   70/14, alignment  9/15, found:	120.073
Length   70/14, alignment  9/15, fail:	155.694
Length   70/14, alignment 15/ 0, found:	121.703
Length   70/14, alignment 15/ 0, fail:	155.655
Length   70/14, alignment 15/ 3, found:	120.522
Length   70/14, alignment 15/ 3, fail:	156.078
Length   70/14, alignment 15/ 9, found:	120.261
Length   70/14, alignment 15/ 9, fail:	155.623
Length   70/14, alignment 15/15, found:	120.771
Length   70/14, alignment 15/15, fail:	153.984
Length   84/14, alignment  0/ 0, found:	128.51
Length   84/14, alignment  0/ 0, fail:	169.785
Length   84/14, alignment  0/ 3, found:	128.71
Length   84/14, alignment  0/ 3, fail:	169.716
Length   84/14, alignment  0/ 9, found:	128.398
Length   84/14, alignment  0/ 9, fail:	169.65
Length   84/14, alignment  0/15, found:	128.385
Length   84/14, alignment  0/15, fail:	169.638
Length   84/14, alignment  3/ 0, found:	128.573
Length   84/14, alignment  3/ 0, fail:	169.461
Length   84/14, alignment  3/ 3, found:	126.273
Length   84/14, alignment  3/ 3, fail:	169.603
Length   84/14, alignment  3/ 9, found:	126.509
Length   84/14, alignment  3/ 9, fail:	169.424
Length   84/14, alignment  3/15, found:	126.903
Length   84/14, alignment  3/15, fail:	169.82
Length   84/14, alignment  9/ 0, found:	126.824
Length   84/14, alignment  9/ 0, fail:	169.632
Length   84/14, alignment  9/ 3, found:	127.177
Length   84/14, alignment  9/ 3, fail:	170.962
Length   84/14, alignment  9/ 9, found:	126.581
Length   84/14, alignment  9/ 9, fail:	169.554
Length   84/14, alignment  9/15, found:	126.133
Length   84/14, alignment  9/15, fail:	171.273
Length   84/14, alignment 15/ 0, found:	126.607
Length   84/14, alignment 15/ 0, fail:	170.846
Length   84/14, alignment 15/ 3, found:	129.528
Length   84/14, alignment 15/ 3, fail:	169.415
Length   84/14, alignment 15/ 9, found:	128.597
Length   84/14, alignment 15/ 9, fail:	171.098
Length   84/14, alignment 15/15, found:	128.08
Length   84/14, alignment 15/15, fail:	169.605
Length   98/14, alignment  0/ 0, found:	136.119
Length   98/14, alignment  0/ 0, fail:	187.611
Length   98/14, alignment  0/ 3, found:	134.184
Length   98/14, alignment  0/ 3, fail:	187.247
Length   98/14, alignment  0/ 9, found:	134.168
Length   98/14, alignment  0/ 9, fail:	186.969
Length   98/14, alignment  0/15, found:	134.406
Length   98/14, alignment  0/15, fail:	187.609
Length   98/14, alignment  3/ 0, found:	134.248
Length   98/14, alignment  3/ 0, fail:	187.495
Length   98/14, alignment  3/ 3, found:	134.145
Length   98/14, alignment  3/ 3, fail:	190.168
Length   98/14, alignment  3/ 9, found:	132.192
Length   98/14, alignment  3/ 9, fail:	189.665
Length   98/14, alignment  3/15, found:	132.201
Length   98/14, alignment  3/15, fail:	188.785
Length   98/14, alignment  9/ 0, found:	134.006
Length   98/14, alignment  9/ 0, fail:	188.271
Length   98/14, alignment  9/ 3, found:	134.903
Length   98/14, alignment  9/ 3, fail:	188.386
Length   98/14, alignment  9/ 9, found:	134.839
Length   98/14, alignment  9/ 9, fail:	188.494
Length   98/14, alignment  9/15, found:	135.078
Length   98/14, alignment  9/15, fail:	188.724
Length   98/14, alignment 15/ 0, found:	153.693
Length   98/14, alignment 15/ 0, fail:	188.133
Length   98/14, alignment 15/ 3, found:	134.732
Length   98/14, alignment 15/ 3, fail:	186.918
Length   98/14, alignment 15/ 9, found:	134.255
Length   98/14, alignment 15/ 9, fail:	187.627
Length   98/14, alignment 15/15, found:	134.638
Length   98/14, alignment 15/15, fail:	187.278
Length   60/15, alignment  0/ 0, found:	116.122
Length   60/15, alignment  0/ 0, fail:	146.058
Length   60/15, alignment  0/ 3, found:	116.832
Length   60/15, alignment  0/ 3, fail:	146.983
Length   60/15, alignment  0/ 9, found:	116.218
Length   60/15, alignment  0/ 9, fail:	144.298
Length   60/15, alignment  0/15, found:	116.448
Length   60/15, alignment  0/15, fail:	146.389
Length   60/15, alignment  3/ 0, found:	115.881
Length   60/15, alignment  3/ 0, fail:	146.239
Length   60/15, alignment  3/ 3, found:	116.281
Length   60/15, alignment  3/ 3, fail:	146.542
Length   60/15, alignment  3/ 9, found:	114.159
Length   60/15, alignment  3/ 9, fail:	146.336
Length   60/15, alignment  3/15, found:	114.149
Length   60/15, alignment  3/15, fail:	161.35
Length   60/15, alignment  9/ 0, found:	113.812
Length   60/15, alignment  9/ 0, fail:	146.98
Length   60/15, alignment  9/ 3, found:	116.174
Length   60/15, alignment  9/ 3, fail:	146.185
Length   60/15, alignment  9/ 9, found:	116.84
Length   60/15, alignment  9/ 9, fail:	146.863
Length   60/15, alignment  9/15, found:	116.172
Length   60/15, alignment  9/15, fail:	144.472
Length   60/15, alignment 15/ 0, found:	115.879
Length   60/15, alignment 15/ 0, fail:	146.469
Length   60/15, alignment 15/ 3, found:	115.914
Length   60/15, alignment 15/ 3, fail:	147.073
Length   60/15, alignment 15/ 9, found:	115.598
Length   60/15, alignment 15/ 9, fail:	146.378
Length   60/15, alignment 15/15, found:	113.588
Length   60/15, alignment 15/15, fail:	148.415
Length   75/15, alignment  0/ 0, found:	121.385
Length   75/15, alignment  0/ 0, fail:	166.946
Length   75/15, alignment  0/ 3, found:	121.335
Length   75/15, alignment  0/ 3, fail:	167.314
Length   75/15, alignment  0/ 9, found:	121.31
Length   75/15, alignment  0/ 9, fail:	165.24
Length   75/15, alignment  0/15, found:	122.935
Length   75/15, alignment  0/15, fail:	163.993
Length   75/15, alignment  3/ 0, found:	123.177
Length   75/15, alignment  3/ 0, fail:	165.156
Length   75/15, alignment  3/ 3, found:	123.891
Length   75/15, alignment  3/ 3, fail:	165.39
Length   75/15, alignment  3/ 9, found:	123.823
Length   75/15, alignment  3/ 9, fail:	165.432
Length   75/15, alignment  3/15, found:	123.152
Length   75/15, alignment  3/15, fail:	163.555
Length   75/15, alignment  9/ 0, found:	123.262
Length   75/15, alignment  9/ 0, fail:	165.669
Length   75/15, alignment  9/ 3, found:	122.907
Length   75/15, alignment  9/ 3, fail:	164.716
Length   75/15, alignment  9/ 9, found:	123.707
Length   75/15, alignment  9/ 9, fail:	164.413
Length   75/15, alignment  9/15, found:	123.317
Length   75/15, alignment  9/15, fail:	165.552
Length   75/15, alignment 15/ 0, found:	122.995
Length   75/15, alignment 15/ 0, fail:	162.481
Length   75/15, alignment 15/ 3, found:	123.155
Length   75/15, alignment 15/ 3, fail:	163.778
Length   75/15, alignment 15/ 9, found:	122.677
Length   75/15, alignment 15/ 9, fail:	162.661
Length   75/15, alignment 15/15, found:	123.279
Length   75/15, alignment 15/15, fail:	162.386
Length   90/15, alignment  0/ 0, found:	131.303
Length   90/15, alignment  0/ 0, fail:	180.43
Length   90/15, alignment  0/ 3, found:	131.529
Length   90/15, alignment  0/ 3, fail:	179.807
Length   90/15, alignment  0/ 9, found:	134.412
Length   90/15, alignment  0/ 9, fail:	179.248
Length   90/15, alignment  0/15, found:	131.556
Length   90/15, alignment  0/15, fail:	179.456
Length   90/15, alignment  3/ 0, found:	131.655
Length   90/15, alignment  3/ 0, fail:	179.769
Length   90/15, alignment  3/ 3, found:	131.752
Length   90/15, alignment  3/ 3, fail:	179.455
Length   90/15, alignment  3/ 9, found:	131.696
Length   90/15, alignment  3/ 9, fail:	179.669
Length   90/15, alignment  3/15, found:	131.55
Length   90/15, alignment  3/15, fail:	179.885
Length   90/15, alignment  9/ 0, found:	131.659
Length   90/15, alignment  9/ 0, fail:	179.182
Length   90/15, alignment  9/ 3, found:	131.713
Length   90/15, alignment  9/ 3, fail:	179.431
Length   90/15, alignment  9/ 9, found:	132.296
Length   90/15, alignment  9/ 9, fail:	180.102
Length   90/15, alignment  9/15, found:	132.104
Length   90/15, alignment  9/15, fail:	181.932
Length   90/15, alignment 15/ 0, found:	129.865
Length   90/15, alignment 15/ 0, fail:	181.157
Length   90/15, alignment 15/ 3, found:	129.737
Length   90/15, alignment 15/ 3, fail:	181.845
Length   90/15, alignment 15/ 9, found:	129.736
Length   90/15, alignment 15/ 9, fail:	181.43
Length   90/15, alignment 15/15, found:	129.779
Length   90/15, alignment 15/15, fail:	180.984
Length  105/15, alignment  0/ 0, found:	144.698
Length  105/15, alignment  0/ 0, fail:	197.424
Length  105/15, alignment  0/ 3, found:	141.312
Length  105/15, alignment  0/ 3, fail:	196.82
Length  105/15, alignment  0/ 9, found:	140.465
Length  105/15, alignment  0/ 9, fail:	197.099
Length  105/15, alignment  0/15, found:	143.044
Length  105/15, alignment  0/15, fail:	197.227
Length  105/15, alignment  3/ 0, found:	140.563
Length  105/15, alignment  3/ 0, fail:	196.711
Length  105/15, alignment  3/ 3, found:	140.562
Length  105/15, alignment  3/ 3, fail:	196.976
Length  105/15, alignment  3/ 9, found:	141.11
Length  105/15, alignment  3/ 9, fail:	199.635
Length  105/15, alignment  3/15, found:	138.716
Length  105/15, alignment  3/15, fail:	198.801
Length  105/15, alignment  9/ 0, found:	140.667
Length  105/15, alignment  9/ 0, fail:	196.862
Length  105/15, alignment  9/ 3, found:	141.18
Length  105/15, alignment  9/ 3, fail:	197.675
Length  105/15, alignment  9/ 9, found:	140.869
Length  105/15, alignment  9/ 9, fail:	198.528
Length  105/15, alignment  9/15, found:	141.059
Length  105/15, alignment  9/15, fail:	197.137
Length  105/15, alignment 15/ 0, found:	140.979
Length  105/15, alignment 15/ 0, fail:	196.648
Length  105/15, alignment 15/ 3, found:	140.916
Length  105/15, alignment 15/ 3, fail:	199.496
Length  105/15, alignment 15/ 9, found:	138.983
Length  105/15, alignment 15/ 9, fail:	199.089
Length  105/15, alignment 15/15, found:	140.77
Length  105/15, alignment 15/15, fail:	196.772
Length   64/16, alignment  0/ 0, found:	118.104
Length   64/16, alignment  0/ 0, fail:	151.219
Length   64/16, alignment  0/ 3, found:	116.184
Length   64/16, alignment  0/ 3, fail:	153.404
Length   64/16, alignment  0/ 9, found:	116.243
Length   64/16, alignment  0/ 9, fail:	153.185
Length   64/16, alignment  0/15, found:	116.046
Length   64/16, alignment  0/15, fail:	151.594
Length   64/16, alignment  3/ 0, found:	118.164
Length   64/16, alignment  3/ 0, fail:	151.133
Length   64/16, alignment  3/ 3, found:	118.285
Length   64/16, alignment  3/ 3, fail:	151.003
Length   64/16, alignment  3/ 9, found:	118.079
Length   64/16, alignment  3/ 9, fail:	151.297
Length   64/16, alignment  3/15, found:	117.962
Length   64/16, alignment  3/15, fail:	149.561
Length   64/16, alignment  9/ 0, found:	118.126
Length   64/16, alignment  9/ 0, fail:	151.885
Length   64/16, alignment  9/ 3, found:	119.042
Length   64/16, alignment  9/ 3, fail:	152.058
Length   64/16, alignment  9/ 9, found:	117.906
Length   64/16, alignment  9/ 9, fail:	151.275
Length   64/16, alignment  9/15, found:	117.787
Length   64/16, alignment  9/15, fail:	151.601
Length   64/16, alignment 15/ 0, found:	116.118
Length   64/16, alignment 15/ 0, fail:	153.418
Length   64/16, alignment 15/ 3, found:	116.104
Length   64/16, alignment 15/ 3, fail:	151.252
Length   64/16, alignment 15/ 9, found:	118.264
Length   64/16, alignment 15/ 9, fail:	151.274
Length   64/16, alignment 15/15, found:	119.55
Length   64/16, alignment 15/15, fail:	152.231
Length   80/16, alignment  0/ 0, found:	126.369
Length   80/16, alignment  0/ 0, fail:	169.315
Length   80/16, alignment  0/ 3, found:	126.418
Length   80/16, alignment  0/ 3, fail:	169.077
Length   80/16, alignment  0/ 9, found:	126.827
Length   80/16, alignment  0/ 9, fail:	169.768
Length   80/16, alignment  0/15, found:	126.374
Length   80/16, alignment  0/15, fail:	169.195
Length   80/16, alignment  3/ 0, found:	126.354
Length   80/16, alignment  3/ 0, fail:	168.975
Length   80/16, alignment  3/ 3, found:	126.477
Length   80/16, alignment  3/ 3, fail:	169.85
Length   80/16, alignment  3/ 9, found:	126.389
Length   80/16, alignment  3/ 9, fail:	168.867
Length   80/16, alignment  3/15, found:	126.253
Length   80/16, alignment  3/15, fail:	168.971
Length   80/16, alignment  9/ 0, found:	126.492
Length   80/16, alignment  9/ 0, fail:	169.282
Length   80/16, alignment  9/ 3, found:	126.23
Length   80/16, alignment  9/ 3, fail:	169.094
Length   80/16, alignment  9/ 9, found:	126.223
Length   80/16, alignment  9/ 9, fail:	169.028
Length   80/16, alignment  9/15, found:	126.234
Length   80/16, alignment  9/15, fail:	169.494
Length   80/16, alignment 15/ 0, found:	126.271
Length   80/16, alignment 15/ 0, fail:	168.784
Length   80/16, alignment 15/ 3, found:	126.323
Length   80/16, alignment 15/ 3, fail:	169.161
Length   80/16, alignment 15/ 9, found:	126.18
Length   80/16, alignment 15/ 9, fail:	169.828
Length   80/16, alignment 15/15, found:	126.363
Length   80/16, alignment 15/15, fail:	167.373
Length   96/16, alignment  0/ 0, found:	135.149
Length   96/16, alignment  0/ 0, fail:	186.895
Length   96/16, alignment  0/ 3, found:	135.195
Length   96/16, alignment  0/ 3, fail:	186.784
Length   96/16, alignment  0/ 9, found:	135.212
Length   96/16, alignment  0/ 9, fail:	186.946
Length   96/16, alignment  0/15, found:	135.369
Length   96/16, alignment  0/15, fail:	186.977
Length   96/16, alignment  3/ 0, found:	135.383
Length   96/16, alignment  3/ 0, fail:	186.775
Length   96/16, alignment  3/ 3, found:	133.336
Length   96/16, alignment  3/ 3, fail:	189.273
Length   96/16, alignment  3/ 9, found:	133.197
Length   96/16, alignment  3/ 9, fail:	188.583
Length   96/16, alignment  3/15, found:	133.289
Length   96/16, alignment  3/15, fail:	187.421
Length   96/16, alignment  9/ 0, found:	135.542
Length   96/16, alignment  9/ 0, fail:	187.216
Length   96/16, alignment  9/ 3, found:	135.121
Length   96/16, alignment  9/ 3, fail:	187.638
Length   96/16, alignment  9/ 9, found:	135.2
Length   96/16, alignment  9/ 9, fail:	187.342
Length   96/16, alignment  9/15, found:	135.493
Length   96/16, alignment  9/15, fail:	187.419
Length   96/16, alignment 15/ 0, found:	137.086
Length   96/16, alignment 15/ 0, fail:	187.291
Length   96/16, alignment 15/ 3, found:	135.168
Length   96/16, alignment 15/ 3, fail:	187.306
Length   96/16, alignment 15/ 9, found:	135.336
Length   96/16, alignment 15/ 9, fail:	187.031
Length   96/16, alignment 15/15, found:	135.162
Length   96/16, alignment 15/15, fail:	187.06
Length  112/16, alignment  0/ 0, found:	143.885
Length  112/16, alignment  0/ 0, fail:	207.708
Length  112/16, alignment  0/ 3, found:	142.03
Length  112/16, alignment  0/ 3, fail:	207.396
Length  112/16, alignment  0/ 9, found:	143.471
Length  112/16, alignment  0/ 9, fail:	205.399
Length  112/16, alignment  0/15, found:	143.612
Length  112/16, alignment  0/15, fail:	204.769
Length  112/16, alignment  3/ 0, found:	146.4
Length  112/16, alignment  3/ 0, fail:	204.939
Length  112/16, alignment  3/ 3, found:	143.769
Length  112/16, alignment  3/ 3, fail:	205.022
Length  112/16, alignment  3/ 9, found:	144.007
Length  112/16, alignment  3/ 9, fail:	207.804
Length  112/16, alignment  3/15, found:	141.895
Length  112/16, alignment  3/15, fail:	206.812
Length  112/16, alignment  9/ 0, found:	143.659
Length  112/16, alignment  9/ 0, fail:	205.346
Length  112/16, alignment  9/ 3, found:	144.012
Length  112/16, alignment  9/ 3, fail:	205.546
Length  112/16, alignment  9/ 9, found:	145.899
Length  112/16, alignment  9/ 9, fail:	205.106
Length  112/16, alignment  9/15, found:	143.758
Length  112/16, alignment  9/15, fail:	205.944
Length  112/16, alignment 15/ 0, found:	143.898
Length  112/16, alignment 15/ 0, fail:	207.947
Length  112/16, alignment 15/ 3, found:	141.938
Length  112/16, alignment 15/ 3, fail:	206.819
Length  112/16, alignment 15/ 9, found:	143.758
Length  112/16, alignment 15/ 9, fail:	204.965
Length  112/16, alignment 15/15, found:	144.071
Length  112/16, alignment 15/15, fail:	204.982
Length   68/17, alignment  0/ 0, found:	121.511
Length   68/17, alignment  0/ 0, fail:	158.892
Length   68/17, alignment  0/ 3, found:	121.502
